Value
-0.025560518
0.015676038
-0.016252109
-0.04003468
0.021809814
-0.032954878
0.034332302
0.006687357
0.011336641
-0.003987899
-0.028035561
0.008650059
-0.01255756
-0.013038831
-0.006684795
-0.029376115
0.003340327
-0.030526996
-0.002798764
0.032907621
-0.001023283
-0.019015144
-0.023325222
0.034460344
-0.022474997
-0.018946959
-0.022727914
-0.018614507
0.008267506
-0.013938044
0.042798291
0.039220953
0.007809682
0.049012528
-0.040251592
0.031371915
0.011696705
0.016326476
-0.013431583
0.02052876
-0.016901295
0.024189946
-0.012027355
-0.012154877
0.01947091
0.001806891
0.022541524
0.025531681
0.002843058
0.012170954
-0.030715551
-0.013208242
-0.030404031
0.022293906
0.008216755
0.03573818
-0.000736045
-0.012909777
-0.014324397
0.031634921
0.032928528
0.000343752
0.008453363
-0.026077063
0.029211038
-0.006641985
0.003582395
-0.02488735
-0.013393683
-0.014264487
0.007785434
-0.040119535
0.016662599
0.003716396
0.00165041
-0.027355021
0.026978598
-0.006397237
-0.022649898
-0.005924146
0.006121014
0.013115757
-0.007162146
-0.003809425
-0.014884245
-0.00699248
-0.003479825
0.035811794
0.001142193
0.023918404
0.006718932
-0.022002309
0.025870071
0.005950013
-0.001627914
0.009818707
-0.01577165
-0.010981992
-0.034442219
-0.009180779
-0.003969348
0.020489299
-0.034259808
-0.013115938
0.01221215
0.011295258
-0.027113549
-0.001556359
0.001711147
-0.013881751
-0.004033228
-0.000290092
-0.015373038
0.010552451
-0.001408102
-0.013277573
-0.001663786
0.024832029
0.026914645
-0.009583336
-0.002785267
0.012808281
-0.020412055
0.004511792
-0.019687491
0.01495431
0.009738219
-0.013432539
-0.009994808
0.004590096
-0.009262209
0.001373569
-0.021306204
-0.005878913
0.005625645
0.046511129
-0.000795019
0.037552861
0.005462713
-0.002954625
0.003604872
0.013036159
-0.03776846
0.014913164
-0.003029367
-0.002775848
-0.011106545
-0.021443154
0.004835377
0.034815296
-0.000567035
-0.009869438
0.003860624
-0.005206294
-0.019593699
0.006049657
-0.005429257
0.018558489
0.003899269
0.002196781
0.021362156
-0.001259814
0.018304642
0.009678895
-0.00657616
-0.016159928
0.018658471
0.005710062
-0.005229017
0.005151446
0.019914089
0.000304759
0.012526534
-0.011653295
-0.011860401
0.019774175
0.013415285
-0.001583287
-0.003576165
0.01021283
-0.008784237
-0.030660756
-0.001592853
-0.001285323
0.011330154
0.00121664
0.029925725
0.003732023
0.00699614
0.012753786
-0.003705298
0.007553759
0.018735761
0.006458668
-0.011825034
-0.014980928
0.014200943
0.010743913
0.004139776
-0.0170093
0.023882509
0.000648641
0.004734109
-0.017606051
-0.002847344
-0.021337043
-0.003662957
-0.002305793
0.018905572
-0.005836108
-0.001981546
0.01015566
0.022795253
-0.00960458
0.033370431
0.014387091
0.000105628
-0.018715687
0.010009301
0.011508984
-0.001384689
-0.003460074
-0.029459043
0.005686131
-0.016449861
0.014110542
0.007170574
-0.010851032
0.016595959
0.002222139
-0.002768677
-0.006526577
0.007698925
-0.011711204
-0.001376501
-0.024414379
-0.012985824
-0.00076938
-0.005411878
0.010109488
0.014764109
-0.000703929
0.007640839
0.000514879
0.021315266
0.01188553
-0.000790507
0.009148636
-0.00737083
-0.001039093
0.003120237
0.005995772
0.009610587
0.005221978
0.016527368
0.005715588
0.008168703
-0.006224469
0.015749805
-0.008542223
-0.027310051
0.011675374
0.004364184
-0.005509054
0.021795339
-0.002668183
0.013481462
-0.002485012
-0.016910218
0.013885973
-0.031451113
-0.014922351
-0.014414285
0.017500691
-0.021300997
0.024573265
0.001697596
0.023399017
0.006364126
0.007104315
-0.007868917
0.009055885
0.001315182
0.009001063
0.00451681
-0.0025738
0.005210422
-0.020029879
0.006193816
0.007686296
-0.022780998
-0.007106034
-0.011087779
0.0087743
0.025405055
0.001756106
-0.002467183
-0.000715184
0.017734127
-0.005423921
0.000247976
0.008172041
-0.003319517
-0.015342925
